date,target_open,target_close,benchmark_close,buy_amount,buy_shares,sell_value,realized_pnl_before_tax,realized_pnl_after_tax,tax,interest,gross_exposure,cash,equity,unrealized_pnl,margin_ratio,selected_params_id,events
2019-01-01,15009.408900288045,15009.408900288045,20006.271616862578,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-02,15004.756506664648,15117.449403868606,20078.146929016202,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-03,15135.68741473624,15035.568589989623,20023.69835302801,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-04,15034.146480588654,14752.692566840817,19834.443151138756,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-07,14720.655140043735,14614.62669665275,19741.412780685347,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-08,14611.643288879917,14307.825588691527,19533.10051421537,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-09,14309.312319699264,14335.368291935385,19551.892179145823,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-10,14362.848130811513,14773.197012073962,19848.222094736153,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-11,14746.420030891362,14622.858905816272,19746.97202497387,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-14,14621.708676026043,14433.263889851984,19618.53809698163,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-15,14383.559229652516,14598.401845797065,19730.451487178943,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-16,14617.423360786344,14722.303285881295,19814.003994401734,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-17,14690.459445178942,14765.342146927336,19842.94477267413,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-18,14711.999114189019,14474.846092789954,19646.778255167745,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-21,14473.131783665496,14474.21587034773,19646.350548535458,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-22,14506.223715900294,14706.14628410276,19803.12856367415,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-23,14661.308804457245,14286.182350395178,19518.32120540096,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-24,14255.094600842021,14151.565502389865,19426.144240783597,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-25,14130.52849577582,13580.003147499998,19029.80339537607,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-28,13549.326011475168,13208.076831319218,18767.402115596942,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-29,13218.099856721354,12691.219200470328,18396.535326320063,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-30,12670.72624602956,12633.327326116418,18354.528833408876,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-01-31,12615.097062443781,12293.301558830351,18105.838144149602,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-01,12307.643057164143,12374.307424815926,18165.393784017586,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-04,12355.60948420082,12424.506652061917,18202.202542228722,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-05,12435.260810469428,12380.942365371959,18170.263153751668,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-06,12356.88903771666,11721.08868097557,17679.433385321354,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-07,11692.673514938084,11589.950970262757,17580.254810639315,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-08,11547.405435722503,11584.539485838544,17576.150117579633,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-11,11627.661840190807,11620.423585350345,17603.350882034058,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-12,11612.980494129552,11242.499745737137,17314.733414628623,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-13,11247.984587391413,11131.6304383187,17229.146187642767,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-14,11130.939175000169,10901.09480761155,17049.80532253398,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-15,10904.582324169007,10715.25906036821,16903.85286287771,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-18,10716.3238673648,10974.87506945898,17107.40585786088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-19,11016.759956680306,10788.090701234118,16961.20333878397,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-20,10765.674632643779,10786.844991322338,16960.22404830183,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-21,10753.244786685658,11005.376349279246,17131.16174249273,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-22,10983.102355275321,10871.500182713387,17026.645927458045,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-25,10842.479604226468,10851.325734229385,17010.840256910207,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
2019-02-26,10867.536791314566,10884.257412247955,17036.633010269725,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,-1,
